,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score,Cycle Phase
30,71,67,60,90,69,67,64,90,23790,29940,6150,4410,14040,5340,28,79,150,13530,6488,60,24,-14,4,15625,67,64,78,1,100,96,227,1734,6668,5597,35100,14280,10560,2460,60,3780,146875,2,80,63,84.0,81.0,96.0,100,74,70.0,100,LP
31,14,-0.7335508989810976,0.23282118980249,-1.8590331935454,-0.2094329016993775,-0.5930925677917818,-0.8546557352779027,-0.6840829067658902,-0.7303139515665866,-0.7727145771689954,-0.1091491214422333,-0.1092256220933223,0.0369789646258646,-1.592106791819668,-0.8308675641104957,-0.2279833021011877,-0.6849900110456877,-0.2408443651715749,0.4784353811643831,0.8194491904971619,-0.6555688866877846,-0.2630058240448426,0.2964203365707504,-0.7672453783321189,-0.3612440997056417,-0.7990665283163213,0.4299323707090275,-0.7253584476922091,0.5378233234352001,0.3129466279344499,-0.3272442800145626,-0.3525155243714524,-0.173430519440573,-0.2122261496294422,0.9947878079086194,0.424161922603086,-0.5941679606864488,0.110414186926163,-0.5151631940599515,-0.6239317761593012,0.7808462491899765,-0.5472704546154941,-1.0020573979087588,-1.3029614972449883,0.8397420391659592,-0.7053892045885451,1.1499718002345507,0.3853782318964278,-0.8453660623847342,-0.5792352312519888,-1.223379985107186,O
32,16,-0.7335508989810976,0.23282118980249,-1.8590331935454,-0.2094329016993775,-0.5930925677917818,-0.8546557352779027,-0.6840829067658902,-0.7303139515665866,-0.7727145771689954,-0.1091491214422333,-0.1092256220933223,0.0369789646258646,-1.592106791819668,-0.8308675641104957,-0.2279833021011877,-0.6849900110456877,-0.2408443651715749,0.4784353811643831,0.8194491904971619,-0.6555688866877846,-0.2630058240448426,0.2964203365707504,-0.7672453783321189,-0.3612440997056417,-0.7990665283163213,0.4299323707090275,-0.7253584476922091,0.5378233234352001,0.3129466279344499,-0.3272442800145626,-0.3525155243714524,-0.173430519440573,-0.2122261496294422,0.9947878079086194,0.424161922603086,-0.5941679606864488,0.110414186926163,-0.5151631940599515,-0.6239317761593012,0.7808462491899765,-0.5472704546154941,-1.0020573979087588,-1.3029614972449883,0.8397420391659592,-0.7053892045885451,1.1499718002345507,0.3853782318964278,-0.8453660623847342,-0.5792352312519888,-1.223379985107186,O
33,17,-0.7335508989810976,0.23282118980249,-1.8590331935454,-0.2094329016993775,-0.5930925677917818,-0.8546557352779027,-0.6840829067658902,-0.7303139515665866,-0.7727145771689954,-0.1091491214422333,-0.1092256220933223,0.0369789646258646,-1.592106791819668,-0.8308675641104957,-0.2279833021011877,-0.6849900110456877,-0.2408443651715749,0.4784353811643831,0.8194491904971619,-0.6555688866877846,-0.2630058240448426,0.2964203365707504,-0.7672453783321189,-0.3612440997056417,-0.7990665283163213,0.4299323707090275,-0.7253584476922091,0.5378233234352001,0.3129466279344499,-0.3272442800145626,-0.3525155243714524,-0.173430519440573,-0.2122261496294422,0.9947878079086194,0.424161922603086,-0.5941679606864488,0.110414186926163,-0.5151631940599515,-0.6239317761593012,0.7808462491899765,-0.5472704546154941,-1.0020573979087588,-1.3029614972449883,0.8397420391659592,-0.7053892045885451,1.1499718002345507,0.3853782318964278,-0.8453660623847342,-0.5792352312519888,-1.223379985107186,O
34,18,-0.7335508989810976,0.23282118980249,-1.8590331935454,-0.2094329016993775,-0.5930925677917818,-0.8546557352779027,-0.6840829067658902,-0.7303139515665866,-0.7727145771689954,-0.1091491214422333,-0.1092256220933223,0.0369789646258646,-1.592106791819668,-0.8308675641104957,-0.2279833021011877,-0.6849900110456877,-0.2408443651715749,0.4784353811643831,0.8194491904971619,-0.6555688866877846,-0.2630058240448426,0.2964203365707504,-0.7672453783321189,-0.3612440997056417,-0.7990665283163213,0.4299323707090275,-0.7253584476922091,0.5378233234352001,0.3129466279344499,-0.3272442800145626,-0.3525155243714524,-0.173430519440573,-0.2122261496294422,0.9947878079086194,0.424161922603086,-0.5941679606864488,0.110414186926163,-0.5151631940599515,-0.6239317761593012,0.7808462491899765,-0.5472704546154941,-1.0020573979087588,-1.3029614972449883,0.8397420391659592,-0.7053892045885451,1.1499718002345507,0.3853782318964278,-0.8453660623847342,-0.5792352312519888,-1.223379985107186,O
35,19,-0.7335508989810976,0.23282118980249,-1.8590331935454,-0.2094329016993775,-0.5930925677917818,-0.8546557352779027,-0.6840829067658902,-0.7303139515665866,-0.7727145771689954,-0.1091491214422333,-0.1092256220933223,0.0369789646258646,-1.592106791819668,-0.8308675641104957,-0.2279833021011877,-0.6849900110456877,-0.2408443651715749,0.4784353811643831,0.8194491904971619,-0.6555688866877846,-0.2630058240448426,0.2964203365707504,-0.7672453783321189,-0.3612440997056417,-0.7990665283163213,0.4299323707090275,-0.7253584476922091,0.5378233234352001,0.3129466279344499,-0.3272442800145626,-0.3525155243714524,-0.173430519440573,-0.2122261496294422,0.9947878079086194,0.424161922603086,-0.5941679606864488,0.110414186926163,-0.5151631940599515,-0.6239317761593012,0.7808462491899765,-0.5472704546154941,-1.0020573979087588,-1.3029614972449883,0.8397420391659592,-0.7053892045885451,1.1499718002345507,0.3853782318964278,-0.8453660623847342,-0.5792352312519888,-1.223379985107186,O
36,20,-0.7335508989810976,0.23282118980249,-1.8590331935454,-0.2094329016993775,-0.5930925677917818,-0.8546557352779027,-0.6840829067658902,-0.7303139515665866,-0.7727145771689954,-0.1091491214422333,-0.1092256220933223,0.0369789646258646,-1.592106791819668,-0.8308675641104957,-0.2279833021011877,-0.6849900110456877,-0.2408443651715749,0.4784353811643831,0.8194491904971619,-0.6555688866877846,-0.2630058240448426,0.2964203365707504,-0.7672453783321189,-0.3612440997056417,-0.7990665283163213,0.4299323707090275,-0.7253584476922091,0.5378233234352001,0.3129466279344499,-0.3272442800145626,-0.3525155243714524,-0.173430519440573,-0.2122261496294422,0.9947878079086194,0.424161922603086,-0.5941679606864488,0.110414186926163,-0.5151631940599515,-0.6239317761593012,0.7808462491899765,-0.5472704546154941,-1.0020573979087588,-1.3029614972449883,0.8397420391659592,-0.7053892045885451,1.1499718002345507,0.3853782318964278,-0.8453660623847342,-0.5792352312519888,-1.223379985107186,O
37,21,-0.7335508989810976,0.23282118980249,-1.8590331935454,-0.2094329016993775,-0.5930925677917818,-0.8546557352779027,-0.6840829067658902,-0.7303139515665866,-0.7727145771689954,-0.1091491214422333,-0.1092256220933223,0.0369789646258646,-1.592106791819668,-0.8308675641104957,-0.2279833021011877,-0.6849900110456877,-0.2408443651715749,0.4784353811643831,0.8194491904971619,-0.6555688866877846,-0.2630058240448426,0.2964203365707504,-0.7672453783321189,-0.3612440997056417,-0.7990665283163213,0.4299323707090275,-0.7253584476922091,0.5378233234352001,0.3129466279344499,-0.3272442800145626,-0.3525155243714524,-0.173430519440573,-0.2122261496294422,0.9947878079086194,0.424161922603086,-0.5941679606864488,0.110414186926163,-0.5151631940599515,-0.6239317761593012,0.7808462491899765,-0.5472704546154941,-1.0020573979087588,-1.3029614972449883,0.8397420391659592,-0.7053892045885451,1.1499718002345507,0.3853782318964278,-0.8453660623847342,-0.5792352312519888,-1.223379985107186,O
38,22,-0.7335508989810976,0.23282118980249,-1.8590331935454,-0.2094329016993775,-0.5930925677917818,-0.8546557352779027,-0.6840829067658902,-0.7303139515665866,-0.7727145771689954,-0.1091491214422333,-0.1092256220933223,0.0369789646258646,-1.592106791819668,-0.8308675641104957,-0.2279833021011877,-0.6849900110456877,-0.2408443651715749,0.4784353811643831,0.8194491904971619,-0.6555688866877846,-0.2630058240448426,0.2964203365707504,-0.7672453783321189,-0.3612440997056417,-0.7990665283163213,0.4299323707090275,-0.7253584476922091,0.5378233234352001,0.3129466279344499,-0.3272442800145626,-0.3525155243714524,-0.173430519440573,-0.2122261496294422,0.9947878079086194,0.424161922603086,-0.5941679606864488,0.110414186926163,-0.5151631940599515,-0.6239317761593012,0.7808462491899765,-0.5472704546154941,-1.0020573979087588,-1.3029614972449883,0.8397420391659592,-0.7053892045885451,1.1499718002345507,0.3853782318964278,-0.8453660623847342,-0.5792352312519888,-1.223379985107186,O
39,23,-0.7335508989810976,0.23282118980249,-1.8590331935454,-0.2094329016993775,-0.5930925677917818,-0.8546557352779027,-0.6840829067658902,-0.7303139515665866,-0.7727145771689954,-0.1091491214422333,-0.1092256220933223,0.0369789646258646,-1.592106791819668,-0.8308675641104957,-0.2279833021011877,-0.6849900110456877,-0.2408443651715749,0.4784353811643831,0.8194491904971619,-0.6555688866877846,-0.2630058240448426,0.2964203365707504,-0.7672453783321189,-0.3612440997056417,-0.7990665283163213,0.4299323707090275,-0.7253584476922091,0.5378233234352001,0.3129466279344499,-0.3272442800145626,-0.3525155243714524,-0.173430519440573,-0.2122261496294422,0.9947878079086194,0.424161922603086,-0.5941679606864488,0.110414186926163,-0.5151631940599515,-0.6239317761593012,0.7808462491899765,-0.5472704546154941,-1.0020573979087588,-1.3029614972449883,0.8397420391659592,-0.7053892045885451,1.1499718002345507,0.3853782318964278,-0.8453660623847342,-0.5792352312519888,-1.223379985107186,O
40,24,-0.7335508989810976,0.23282118980249,-1.8590331935454,-0.2094329016993775,-0.5930925677917818,-0.8546557352779027,-0.6840829067658902,-0.7303139515665866,-0.7727145771689954,-0.1091491214422333,-0.1092256220933223,0.0369789646258646,-1.592106791819668,-0.8308675641104957,-0.2279833021011877,-0.6849900110456877,-0.2408443651715749,0.4784353811643831,0.8194491904971619,-0.6555688866877846,-0.2630058240448426,0.2964203365707504,-0.7672453783321189,-0.3612440997056417,-0.7990665283163213,0.4299323707090275,-0.7253584476922091,0.5378233234352001,0.3129466279344499,-0.3272442800145626,-0.3525155243714524,-0.173430519440573,-0.2122261496294422,0.9947878079086194,0.424161922603086,-0.5941679606864488,0.110414186926163,-0.5151631940599515,-0.6239317761593012,0.7808462491899765,-0.5472704546154941,-1.0020573979087588,-1.3029614972449883,0.8397420391659592,-0.7053892045885451,1.1499718002345507,0.3853782318964278,-0.8453660623847342,-0.5792352312519888,-1.223379985107186,O
41,25,-0.7335508989810976,0.23282118980249,-1.8590331935454,-0.2094329016993775,-0.5930925677917818,-0.8546557352779027,-0.6840829067658902,-0.7303139515665866,-0.7727145771689954,-0.1091491214422333,-0.1092256220933223,0.0369789646258646,-1.592106791819668,-0.8308675641104957,-0.2279833021011877,-0.6849900110456877,-0.2408443651715749,0.4784353811643831,0.8194491904971619,-0.6555688866877846,-0.2630058240448426,0.2964203365707504,-0.7672453783321189,-0.3612440997056417,-0.7990665283163213,0.4299323707090275,-0.7253584476922091,0.5378233234352001,0.3129466279344499,-0.3272442800145626,-0.3525155243714524,-0.173430519440573,-0.2122261496294422,0.9947878079086194,0.424161922603086,-0.5941679606864488,0.110414186926163,-0.5151631940599515,-0.6239317761593012,0.7808462491899765,-0.5472704546154941,-1.0020573979087588,-1.3029614972449883,0.8397420391659592,-0.7053892045885451,1.1499718002345507,0.3853782318964278,-0.8453660623847342,-0.5792352312519888,-1.223379985107186,O
42,26,-0.7335508989810976,0.23282118980249,-1.8590331935454,-0.2094329016993775,-0.5930925677917818,-0.8546557352779027,-0.6840829067658902,-0.7303139515665866,-0.7727145771689954,-0.1091491214422333,-0.1092256220933223,0.0369789646258646,-1.592106791819668,-0.8308675641104957,-0.2279833021011877,-0.6849900110456877,-0.2408443651715749,0.4784353811643831,0.8194491904971619,-0.6555688866877846,-0.2630058240448426,0.2964203365707504,-0.7672453783321189,-0.3612440997056417,-0.7990665283163213,0.4299323707090275,-0.7253584476922091,0.5378233234352001,0.3129466279344499,-0.3272442800145626,-0.3525155243714524,-0.173430519440573,-0.2122261496294422,0.9947878079086194,0.424161922603086,-0.5941679606864488,0.110414186926163,-0.5151631940599515,-0.6239317761593012,0.7808462491899765,-0.5472704546154941,-1.0020573979087588,-1.3029614972449883,0.8397420391659592,-0.7053892045885451,1.1499718002345507,0.3853782318964278,-0.8453660623847342,-0.5792352312519888,-1.223379985107186,O
43,27,-0.7335508989810976,0.23282118980249,-1.8590331935454,-0.2094329016993775,-0.5930925677917818,-0.8546557352779027,-0.6840829067658902,-0.7303139515665866,-0.7727145771689954,-0.1091491214422333,-0.1092256220933223,0.0369789646258646,-1.592106791819668,-0.8308675641104957,-0.2279833021011877,-0.6849900110456877,-0.2408443651715749,0.4784353811643831,0.8194491904971619,-0.6555688866877846,-0.2630058240448426,0.2964203365707504,-0.7672453783321189,-0.3612440997056417,-0.7990665283163213,0.4299323707090275,-0.7253584476922091,0.5378233234352001,0.3129466279344499,-0.3272442800145626,-0.3525155243714524,-0.173430519440573,-0.2122261496294422,0.9947878079086194,0.424161922603086,-0.5941679606864488,0.110414186926163,-0.5151631940599515,-0.6239317761593012,0.7808462491899765,-0.5472704546154941,-1.0020573979087588,-1.3029614972449883,0.8397420391659592,-0.7053892045885451,1.1499718002345507,0.3853782318964278,-0.8453660623847342,-0.5792352312519888,-1.223379985107186,O
44,28,-0.7335508989810976,0.23282118980249,-1.8590331935454,-0.2094329016993775,-0.5930925677917818,-0.8546557352779027,-0.6840829067658902,-0.7303139515665866,-0.7727145771689954,-0.1091491214422333,-0.1092256220933223,0.0369789646258646,-1.592106791819668,-0.8308675641104957,-0.2279833021011877,-0.6849900110456877,-0.2408443651715749,0.4784353811643831,0.8194491904971619,-0.6555688866877846,-0.2630058240448426,0.2964203365707504,-0.7672453783321189,-0.3612440997056417,-0.7990665283163213,0.4299323707090275,-0.7253584476922091,0.5378233234352001,0.3129466279344499,-0.3272442800145626,-0.3525155243714524,-0.173430519440573,-0.2122261496294422,0.9947878079086194,0.424161922603086,-0.5941679606864488,0.110414186926163,-0.5151631940599515,-0.6239317761593012,0.7808462491899765,-0.5472704546154941,-1.0020573979087588,-1.3029614972449883,0.8397420391659592,-0.7053892045885451,1.1499718002345507,0.3853782318964278,-0.8453660623847342,-0.5792352312519888,-1.223379985107186,O
45,29,-0.7335508989810976,0.23282118980249,-1.8590331935454,-0.2094329016993775,-0.5930925677917818,-0.8546557352779027,-0.6840829067658902,-0.7303139515665866,-0.7727145771689954,-0.1091491214422333,-0.1092256220933223,0.0369789646258646,-1.592106791819668,-0.8308675641104957,-0.2279833021011877,-0.6849900110456877,-0.2408443651715749,0.4784353811643831,0.8194491904971619,-0.6555688866877846,-0.2630058240448426,0.2964203365707504,-0.7672453783321189,-0.3612440997056417,-0.7990665283163213,0.4299323707090275,-0.7253584476922091,0.5378233234352001,0.3129466279344499,-0.3272442800145626,-0.3525155243714524,-0.173430519440573,-0.2122261496294422,0.9947878079086194,0.424161922603086,-0.5941679606864488,0.110414186926163,-0.5151631940599515,-0.6239317761593012,0.7808462491899765,-0.5472704546154941,-1.0020573979087588,-1.3029614972449883,0.8397420391659592,-0.7053892045885451,1.1499718002345507,0.3853782318964278,-0.8453660623847342,-0.5792352312519888,-1.223379985107186,O
46,14,-0.2605015197587751,0.5488785656294138,0.791040412650181,-0.5951127866605123,0.2119298159792553,0.2464727616121353,-0.371117383592896,-0.2823000470433694,0.0364439796992649,0.6355294369772795,0.1410370185743231,-0.6893292945280295,0.3654616830879746,0.4910519087097308,-0.5779479273647797,-0.0262971351156489,0.1900347304451659,0.0763151061462393,-0.6365062347816314,0.6719412301104969,0.0565781850428158,-0.6144147769262642,0.9867186975317164,0.0063461691013861,-0.1101681347060441,-0.4448172973957768,-0.1192598949397977,0.4537024294472258,0.3926008704303904,1.2148756705813104,0.9716872187064786,1.121831805942171,1.159404420027971,0.3649286551437221,0.3217626272164458,0.3095486578789004,1.0273725641522944,1.3381867645835563,-0.7081572648678292,-0.920250358351356,1.0783277320343845,0.5187458165828638,-0.1080457513782325,-0.2604993182572817,-1.4626945415703785,0.8436082364318949,0.4134681152796926,0.8650158431161048,1.1326375622463898,0.644464073004437,FP
47,15,0.6291773994173793,0.8495011015748526,-0.7270038078165951,1.4877819666512808,0.2119298159792553,-1.281658360383099,0.5284222828112835,0.6570598342651625,-0.1385897819549529,-1.5872760369960144,1.135486271110138,0.562995103096148,-0.7206189954121902,0.4910519087097308,1.598809219625932,-0.932087344654672,-0.0672766631920822,0.2174118831728421,0.5241816051142826,-0.7167373121178637,-0.483090656904043,-0.360456669130075,0.9867186975317164,0.5965398955303184,-0.575878885963412,0.462375874924557,0.5220662747874816,0.582441791578704,0.508511603605077,0.9952237874920042,0.8496764576251552,1.2324418457049682,1.057801306296211,0.8340394941323025,0.1401183253911679,-0.2894053853210434,1.2647530572359302,0.2852987010787277,-0.6133404766093571,-0.920250358351356,-0.5930802526189114,0.6224949798994366,0.7022973839585115,0.2379870314943074,1.4035210582198685,1.2172061697088763,0.4134681152796926,-0.490823596374869,0.7131421688218009,0.644464073004437,FP
48,16,-2.792664597413984,-3.479463416039466,-0.0263680137550061,-0.8926691799907684,-0.6450037877629591,1.1196905456094122,1.522650335152745,-2.763173579730005,-2.9550421285728232,-0.4358947842904233,-2.653708294586674,-2.032731830161238,-0.2308179051081943,0.1370377419655062,-0.9128336422864276,0.5171769906077648,-2.4914208453535256,0.2872753358753347,-0.6365062347816314,-0.4852908884131369,-0.483090656904043,-0.2758039665313452,0.9527407809500456,0.2030774112443635,-2.5939588080786726,0.462375874924557,0.5220662747874816,0.582441791578704,0.4505562370177337,-1.3111209849457106,-0.8656513011063897,-1.3398600055199577,-1.417551590472368,0.7438258712498832,-2.845166287215572,-0.7991535071933361,-1.069488458086488,-0.5570117497251352,2.1251914666206297,0.8643944306081287,-0.5930802526189114,-1.8674849396983095,-2.377006530321116,-1.855655637462367,-1.921289037536818,-0.1526529189733895,0.4134681152796926,0.8650158431161048,0.2936467753972121,-2.9256807646320557,FP
